	L6_T0_1	L6_T0_2	L6_T0_3	L6_T0_4	L6_T0_5	L6_T0_6	L6_T0_7	L6_T0_8	L6_T0_9	L6_T0_10	L6_T0_11	L6_T0_12	L6_T0_13	L6_T0_14	L6_T0_15	L6_T0_16	L6_T1_1	L6_T1_2	L6_T1_3	L6_T1_4	L6_T1_5	L6_T1_6	L6_T1_7	L6_T1_8	L6_T1_9	L6_T1_10	L6_T1_11	L6_T1_12	L6_T1_13	L6_T1_14	L6_T1_15	L6_T1_16	8M1_T0_1	8M1_T0_2	8M1_T0_3	8M1_T0_4	8M1_T0_5	8M1_T0_6	8M1_T0_7	8M1_T0_8	8M1_T0_9	8M1_T0_10	8M1_T0_11	8M1_T0_12	8M1_T1_1	8M1_T1_2	8M1_T1_3	8M1_T1_4	8M1_T1_5	8M1_T1_6	8M1_T1_7	8M1_T1_8	8M1_T1_9	8M1_T1_10	8M1_T1_11	8M1_T1_12	6M4_T0_1	6M4_T0_2	6M4_T0_3	6M4_T0_4	6M4_T0_5	6M4_T0_6	6M4_T0_7	6M4_T0_8	6M4_T0_9	6M4_T0_10	6M4_T0_11	6M4_T0_12	6M4_T0_13	6M4_T1_1	6M4_T1_2	6M4_T1_3	6M4_T1_4	6M4_T1_5	6M4_T1_6	6M4_T1_7	6M4_T1_8	6M4_T1_9	6M4_T1_10	6M4_T1_11	6M4_T1_12	6M4_T1_13
Leuconostoc_citreum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1087	0	0.00136	0	0	0.0007	0	0	0	0	0	0	0	0	0	0	0	0.00775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00027	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc_lactis	0	0	0.05459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.34056	0.022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02906	0	0.02716	0	0	0	0.00058	0	0	0	0	0	0.08333	0	0	0	0.00347	0	0.00449	0	0	0	0	0	0	0	0	0	0	0.05759	0	0	0	0	0	0	0	0.0091	0	0	0	0	0.00094	0	0	0	0	0	0
Leuconostoc_mesenteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Leuconostoc_pseudomesenteroides	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00263	0	0	0	0	0	0
Leuconostoc_unclassified	0.00361	0	0.05685	0	0.00676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01156	0	0	0	0.00249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Weissella_cibaria	0	0	0.00732	0	0	0	0.00487	0	0	0	0	0	0	0	0	1.83119	0	0	0	0	0	0	0	0	0	0	0	0.00948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Weissella_confusa	0	0	0.18205	0	0	0	0	0.02431	0	0	0.01297	0	0	0	0	0.00708	0	0.0068	0.00133	0	0	0	0	0	0	0	0	0.15968	0	0	0	0	0.0026	0.18748	0	0	0	0	0	0.00277	0	0.01734	0	0	0	0	0	0	0	0.00896	0.02209	0.02329	0	0.00284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00937	0	0.02899	0	0	0	0	0.00487	0	0	0	0	0	0
Weissella_paramesenteroides	0	0	0	0	0.00302	0	0	0	0	0	0	0	0	0	0	0	0	0.00602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Weissella_unclassified	0	0	0.11073	0	0.00384	0	0	0	0	0	0	0	0	0	0	0	0	0.00246	0	0	0	0	0	0	0	0	0.00828	0	0	0	0	0	0	0	0	0	0	0	0	0.00519	0	0	0	0	0	0	0	0	0	0	0.01904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus_garvieae	0	0	0.02279	0	0	0	0	0	0	0	0	0.0256	0	0	0	0.00756	0	0.04133	0.04258	0	0.00064	0	0	0	0.00111	0.00284	0	1.33284	0.00162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lactococcus_lactis	0	0	0.31769	0	0	0	0	0	0	0	0.00446	0	0	0	0	0	0	0.72507	0.16162	0	0	0	0	0	0	0	0	0	0	0	0	0.00645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0281	0.44292	0	0.40974	0.43943	0	0	0.43199	0.05367	0	0	0	0	0	0	0	0	0	0.00511	0	0	0.01066	0	0	0	0	0
Streptococcus_agalactiae	0	0	0.09921	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01205	0.16021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00579	0	0	0	0	0	0	4.4691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.62203	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_anginosus	0.31452	0	3.7926	0	0.0366	0.46792	0.00156	0.26233	0.08172	0.02614	0.13538	1.63774	0	0	0.8992	0.99043	0	0.00657	1.90665	0.10534	0.00428	0.21933	0.13959	0.01079	0	0.74727	0.21509	0.19202	0.21474	0.01009	0.08199	1.02926	0.05077	0.093	0.45118	0.64673	0.00064	1.3294	0	0.41327	0.03763	0.10714	7.46991	0.13608	0.05546	2.53677	0.58396	2.65616	0.08739	0.17356	0.58357	0.45205	0.04862	1.03779	0.03983	0.06837	2.54672	0.0089	2.21802	0.01193	0.08976	0.15017	0.00869	0.00816	0.01539	0	0.00156	0.05494	0.2	0.13082	0.2908	0.00793	0	0.87664	0.7301	0	0.00278	0.00184	0.02239	0.0298	0	0
Streptococcus_australis	0.0016	0	0	0	0.00287	0	0	0.01597	0	0	0	0	0	0	0.03596	0	0	0	0	0	0.00892	0.03975	0	0	0.0028	0	0	0	0.01027	0	0	0.05856	0	0.06616	0	0	0.02526	0	0	0.06222	0.41123	0	0	0	0	0	0	0	0	0.00279	0	0	0	0	0	0	0.15861	0	0.09086	0	0.16847	0.03353	0	0.00445	0.03636	0.00691	0	0.03006	0	0	0.06209	0	0	0.02582	0.15652	0	0	0.02533	0	0	0	0
Streptococcus_constellatus	0.02025	0	0.01831	0	0	0	0	0	0.00066	0	0	0	0	0	0	0	0	0.03782	0	0	0	0	0	0	0	0.00499	0	0	0	0	0	0.00427	0	0	0	0	0	0	0	0.00471	0	0	0.00766	0	0	0.10714	0.00217	0	0	0	0	0.02703	0	0.00929	0	0	0.02956	0	0.02801	0.05483	0	0	0	0	0	0	0	0	0.00796	0	0.00149	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_cristatus	0.00679	0	0.01985	0	0	0	0	0	0.00117	0	0	0	0	0	0	0	0	0	0	0	0	0.01201	0	0	0	0.00459	0	0	0.00844	0	0	0.00023	0.00468	0.00582	0	0	0	0	0.00342	0	0	0.00089	0	0	0	0	0	0	0	0.00074	0	0	0	0	0	0	0	0	0	0	0	0.00267	0	0	0	0	0	0.00076	0	0.00683	0.01807	0	0	0.00458	0.02778	0	0	0	0	0	0	0
Streptococcus_downei	0	0	0	0	0	0	0	0.69271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0177	0	0	0.31841	0	0	0	0	0	0	0	0	0	0	0	0	0.6975	0	0	0	0	0	0	3.12572	0	0.48692	0	0	0.00443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_dysgalactiae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.04129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.04786	0	0	0	0	0.23638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_gordonii	0.00158	0	0.01044	0	0	0	0	0	0	0	0	0.08153	0	0	0.01769	0.01834	0	0	0	0.0083	0	0.03835	0	0	0.02613	0.04999	0.01269	0.02028	0.0424	0	0.00016	0.0042	0	0.11291	0.06486	0	0	0	0.02255	0.0714	0.18252	0	0.00981	0	0	0.05382	0	0.06397	0.04507	0.12242	0.04352	0.01949	0	0.02674	0	0.00027	0	0	0	0	0.06459	0.01959	0.00093	0.00838	0	0	0	0	0.00641	0.04593	0	0	0	0.00382	0.17976	0	0	0	0	0	0	0
Streptococcus_infantarius	0	0	6.35813	0	0	0	0	0.01958	0	0	0	0	0	0	0	0	0	0.18262	0.0068	0	0	0	0	0	0	0	0	0	0	0	0	0.00742	0	0.02291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00044	0	0.00094	0	0	0	0	0	0	0	0	0	0	0	0.00302	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_infantis	0.00055	0.00115	0	0	0.0471	0.01319	0	0.01817	0	0.00207	0	0.02868	0	0	0.01636	0.00468	0.00106	0	0	0	0	0.0346	0	0.00624	0	0.012	0	0	0.01245	0	0	0.0261	0	0.1841	0.01605	0.01514	0	0	0	0.0132	0.02498	0	0	0	0	0	0	0	0.01332	0.02202	0.01789	0	0	0.00305	0	0.00259	0.00183	0	0	0	0.02432	0.01004	0	0	0	0	0	0	0	0.02007	0.02288	0	0	0.07221	0.01991	0	0	0.00231	0	0	0	0
Streptococcus_intermedius	0.00352	0	0	0	0	0	0	0	0	0	0	0.00221	0	0	0.03077	0	0	0.00663	0	0	0	0	0	0	0	0	0	0	0	0	0.00417	0	0	0	0	0	0	0	0	0	0	0	0.00099	0	0	0	0.01565	0.09539	0	0	0	0	0	0.00554	0	0	0.14831	0	0.15209	0.01394	0	0	0	0	0	0	0	0	0	0	0.001	0	0.03601	0.00268	0	0	0	0	0	0	0	0
Streptococcus_lutetiensis	0	0	0.06009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_macedonicus	0	0	4.05668	0	0	0	0	0.00496	0.01652	0	0	0	0	0	0	0	0	0.45697	0.57527	0	0	0	0	0	0	0	0	0	0	0	0.00422	7.99812	0	0	0	0	0	0	0	0	0	0	0	0	0.00169	0	0	0	0	0	0	0	0	0	0	0.02379	0	0	0	0.02844	0	0	0	0	0	0	0	0	0	0	0	0	0.01534	0	0	0.00442	0	0	0	0	0	0
Streptococcus_mitis_oralis_pneumoniae	0.01357	0	0	0	0	0.01307	0	0	0	0.02539	0.00157	0.24501	0	0	0.05359	0	0	0	0.00324	0	0	0.01825	0	0.02251	0	0.02319	0	0	0.00043	0	0	0.01714	0	0.02689	0.0046	0	0	0	0	0	0	0.00163	0.00045	0	0	0.01576	0.00731	0.05568	0	0.002	0	0.03212	0	0	0.01083	0	0.00831	0	0.00215	0.00121	0.03027	0.016	0	0.00159	0	0	0	0	0.01279	0.00152	0.01035	0	0	0.10192	0.07306	0	0.01472	0	0	0	0	0
Streptococcus_mutans	0	0.15322	0.21452	0	0	0	0.0003	0	0	0	0.1012	2.50857	0	0	0.04708	0.50184	0	0	0	0.0617	0	0	0	0.00991	0	5.05224	0.02627	0.01395	0.01281	0	0.07435	0.0104	0	0.00825	0	0	0.00283	0.08877	0.00326	0	0.00838	0.18184	0.00755	0	0.00948	0.44081	0.01467	4.57182	0.00368	0	0	0	0.0409	0.13903	0	0	0.02216	0	0.0258	0	0.24456	0.16364	0	0	0	0	0	0	0	0	0.20266	0	0	0	0.41298	0.022	0	0	0	0	0	0
Streptococcus_oligofermentans	0	0	0.00123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00607	0	0	0	0	0	0	0	0	0	0.00173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0028	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_parasanguinis	0.10546	0.01079	0.06245	0	0.62868	0.00078	0.00874	2.00884	0.01323	0.3059	0.84849	6.98818	0.03522	0	9.18311	0.28233	0.00486	0	0	0.01426	0.01956	4.41019	0	1.21534	0.04494	0.95093	0.28243	0.56457	0.56422	0.08937	0.02388	0.25733	0.0161	1.04316	1.4363	0	0.02103	0.1259	0.00417	0.42292	0.48979	0.33904	0.0548	0	0	0.47772	0.20308	12.39811	0.23026	1.95896	0.69997	1.13923	0.02024	0.34799	1.44109	0.00626	0.00098	0	0	0	0.29764	2.04414	0	0	0.10415	0	0.00363	0.72011	0.53014	0.58198	1.22287	0.0762	0	0.33399	7.05377	0.05177	0	0.01286	0	0	0.00773	0.00414
Streptococcus_parauberis	0	0	0.00071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_pasteurianus	0	0	0	0	0	0	0	0	0	0	0	0	1.32529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptococcus_peroris	0	0	0	0	0	0	0	0	0	0	0	0.0037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01763	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00537	0	0	0	0	0	0	0	0
Streptococcus_salivarius	0.3075	0.06937	0.17886	0.00399	2.47865	0.00962	0.22549	9.54404	0.24423	0.3419	4.2702	28.97213	0.07972	0	40.93561	5.66962	0.01223	0	0.03026	0.06502	0.03003	8.51433	0	0	0.28091	6.12873	0.81364	0.71135	1.35936	0.34144	0.04103	1.90718	1.27847	1.08977	3.52933	0	0.73147	0.7805	0.00549	1.97319	5.9095	0.13038	0.24549	0.00308	1.04256	1.3453	0.0374	18.65856	0.33942	14.12573	5.8622	4.33081	0.06275	1.21731	2.82032	0.0054	0.13316	0	0.08228	0	1.1281	1.34438	0	0	0.61256	0.01667	0.07888	1.26134	4.58382	4.01885	0.53101	0.079	0	1.05163	11.53554	0.6575	0.00843	0.16033	0	0	0.02359	0.04106
Streptococcus_sanguinis	0	0	0	0	0	0	0	0.15241	0	0	0.00273	0.04335	0.00254	0	0.03344	0.00205	0	0	0	0	0	0.05724	0	0	0	0.00432	0	0	0	0	0	0.00991	0	0.01124	0.01385	0	0	0	0	0.21507	0.08213	0	0	0	0	0	0	0	0	0.01882	0.11107	0	0	0.00024	0	0	0.11613	0	0.13556	0	0	0.05813	0	0.01199	0.00941	0	0	0	0	0.02859	0	0	0	0	0.10807	0	0	0	0	0	0	0
Streptococcus_sobrinus	0	0	0	0	0	0	0	0	0	0	0	0.02242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00323	0	0	0	0	0	0	0	0	0	0.04946	0	0	0	0	0	0	0	1.26838	0	2.29907	0	0	0	0	0.00276	2.95609	0	0	0	0	0	0	0	0.31431	0	0	0	0	0	0	0	0	0	0	0	0	0.95878	0	0	0	0	0	0	0
Streptococcus_thermophilus	0	0	0.23852	0	0	0	0	0	0.04197	0	2.03213	0	0	0	0.0011	0	0	0.0643	0.21767	0	0	0	0	0	0.12852	0	0	0	0.12163	0	0	0.00636	0	0.00446	0.43841	0	0.37548	0.0583	0	0	0	0	0	0	0	0.06775	0	0.01577	0	0	0	0	0	0.02887	0	0	0	0	0.00155	0.02164	0	0	0.48598	8.65861	0	0	0	0	0	0.02534	0.73563	0	0.0968	0	0	0.06941	4.17285	0	0	0	0	0
Streptococcus_tigurinus	0	0	0.00137	0	0.00056	0.00353	0	0.03783	0	0	0	0.07513	0	0	0.01183	0	0	0	0	0	0	0.00574	0	0	0	0	0	0	0.0007	0	0	0	0	0	0	0	0	0.0008	0	0	0	0	0.02162	0	0	0.03349	0.00242	1.9807	0	0.00108	0	0	0	0.00534	0	0	0.0074	0	0.00049	0	0.00235	0	0	0	0	0	0	0	0	0.00247	0	0	0	0	0.01617	0	0	0	0	0	0	0
Streptococcus_vestibularis	0	0	0.142	0	0.03008	0	0.01614	0	0.29116	0.02945	0.14083	0.24401	0	0	0.77521	0.38567	0	0	0.00806	0	0	0.08902	0	0	0.00295	0.57865	0.00914	0.01347	0.20448	0	0.03078	0.1023	0.0176	0.30289	0.23093	0	0.01698	0.44455	0	0.33169	0.01142	0	0	0	0	0.37902	0.19815	10.68126	0	0	1.291	0.98244	0.01156	5.15256	0.09022	0.03351	0.04307	0	0.01435	0	0.09159	0.10155	0	0.02156	0	0	0	0.0052	0.52991	0.19717	0	0	0	0.11241	0.30303	0.02887	0	0	0	0	0	0
Butyricicoccus_pullicaecorum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiaceae_bacterium_JC118	0	0	0	0	0	0	0	0	0	0.00306	0	0	0	0.00126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01355	0	0	0	0	0	0	0	0	0.02936	0.05245	0	0.01384	0	0	0	0	0	0	0.03985	0	0	0	0	0	0	0	0	0	0.00963	0	0	0	0	0	0
Clostridium_asparagiforme	0.03005	0.04738	0	0	0	0.00463	0.00754	0.01744	0	0	0	0.01264	0.02548	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02573	0	0	0	0.01494	0.01396	0.00618	0.05845	0.0525	0	0.0006	0.01474	0	0.00606	0.00272	0	0	0	0	0	0.00884	0.00196	0.00221	0	0	0	0.37133	0.00391	0	0.00067	0.10323	0	0.09372	0.05801	0	0	0	0.06077	0	0.00504	0	0	0	0.00681	0	0.00992	0	0	0	0	0	0	0.03123
Clostridium_bolteae	0.02089	0.13396	0.0032	0.00738	0.01204	0.0089	0.37565	0.01472	0.00193	0	0.00152	1.08771	1.04063	0.0087	0.32774	0	0.30325	0.00735	0.01553	0.03437	0	0	0	0	0	0.04367	0	0	0	0.12907	0	0.01216	0.04443	0.20362	0.33979	0.00762	1.68857	0.6695	6.70284	0	0.01634	0.00533	0.06917	0.03915	0.00903	0.00182	0.00913	0.03215	0	0.02645	0	0.21412	0	0.109	0.33543	0.23441	0.00666	0.06793	0.01406	0.03551	0.00273	0.8747	0.43951	0	0.01176	0.00134	0.44576	0.11311	0.52196	0.06887	0.4424	0.02751	0	0.00981	0.08549	0.08813	0	0	0	0	0.01578	0.16978
Clostridium_butyricum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05359	0	0	0	0
Clostridium_celatum	0	0	0.12295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26818	0	0	0	0.01513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.17152	0.56528	0.00896	0.04608	0	0	0	0	0	0	0.28405	0.06292	0	0	0.00172	0	0	0.03938	0.24038	0.00643	0	0	0	0	0	0	0	0	0	0	0	0.31499	0	0	0	0	0	0	0	0.01555	0.02287	0	0
Clostridium_citroniae	0.02387	0.01244	0	0	0	0	0.01017	0	0	0	0	0.00121	0.12824	0	0	0	0.00425	0	0	0	0	0	0	0	0	0	0	0	0	0.02612	0	0	0	0.08036	0	0	0.06908	0.01701	0.24912	0	0	0	0.00058	0.11251	0.1236	0	0	0	0	0.0109	0	0.01148	0	0	0.04995	0.0094	0	0.00036	0	0.1327	0	0.14505	0.00816	0	0	0	0.00868	0	0.00503	0	0	0	0.02334	0	0.03301	0	0	0	0	0	0	0.00261
Clostridium_clostridioforme	0.7008	0	0	0	0	0	0.0035	0	0	0	0.00174	0.00242	0	0	0	0	0.35666	0	0.01965	0.05696	0	0	0	0	0	0	0	0	0	0.03655	0	0.00336	0	0.00497	0.0732	0	0.28201	0.39407	4.08817	0	0.00589	0	0	0.00648	0.0171	0	0	0	0	0.00147	0	0.15119	0	0	0	0.03217	0.0302	2.98423	0.04796	0.73166	0.0493	0.01391	0.02563	0	0	0.94507	0	0.24111	0.17597	0.0091	0.05299	0.0331	0.22936	0	0.0014	0	0	10.70783	0	0	0.02644	0.0045
Clostridium_hathewayi	0.02666	0.00996	0.17361	0	0.05033	0	0.00121	0.00698	0	0	0	0.00397	0	0	0	0.12675	0.00214	0.02144	0.00012	0.004	0	0.07096	0.01708	0	0.01138	0.00513	0.00942	0.00137	0	0.02444	0	0.00287	0.53583	0.01327	0.06727	0	0.44862	0.25765	1.3317	0.03277	0.0074	0.00209	0.01245	0.11119	0.13754	0.02797	0	0.00279	0	0.60159	0.00421	0.09413	0	0.04573	0.02389	0.0318	0.01608	1.31324	0.01735	0.17416	0	0.04594	0.0722	0	0.0041	0.03251	0.00146	0.07403	0.06737	0.05045	0.18785	0.00778	0.01556	0	0.0097	0	0	0	0	0	0	0
Clostridium_hylemonae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10503	0	0	0	0	0	0.12581	0	0	0	0.04703	0	0.04137	0	0	0.11604	0	0	0	0	0	0	0.09331	0	0.00037	0	0	0.03659	0.03412	0	0	0.07609	0	0	0	0	0	0.03461	0	0	0	0.01622	0	0	0	0	0	0	0	0	0	0	0	0	0.25657	0.00088	0	0	0	0	0	0	0	0
Clostridium_leptum	0	0	0.01638	0.0057	0.01712	0.02308	0.01761	0.02744	0	0.02434	0	0	0	0.00188	0.00348	0.88649	0	0.00089	0.00976	0	0	0	0.67771	0	0.20045	0	0.02819	0.16003	0.28233	0.0581	0.00786	0.00408	0.03757	0.12002	0	0.00633	0.08954	0	0	0.0027	0.033	0	0.32921	0	0	0.02346	0.05286	0	0.13047	0.02894	0.44208	3.68212	0.00289	0.04976	0	0	0	0	0	0	0	0	0.57202	0	0.00896	0	0	0	2.43212	0	0	0	0.006	0	0	0	0	0	0.10602	0.13638	0	0
Clostridium_methylpentosum	0	0	0.01105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00479	0	0	0	0	0.00248	0	0	0	0	0	0	0	0	0	0	0	0.00047	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_nexile	0	0.08665	0.20184	0	0.74385	0.01215	0	0	0.03238	2.59385	0.00936	0	5.77206	0.08111	0.31594	0	0.5652	0.2346	0	0	0	0.06361	0	0	0	0.22901	0.18945	0	1.20541	0.20119	0.85567	0.08031	0	0	0	0	1.77768	0.93202	12.96365	5.92278	0.01001	0.64622	0.02828	0	0.25131	0.16238	0.48152	0	4.26263	0	0.89173	0	0.30691	0.18617	15.08625	0.48827	0.08132	1.09528	0.10594	0.26746	5.4887	0	1.11077	0.00348	0.42239	1.41298	0	1.06741	0	0	4.45202	0.02079	0.0042	0	0	0	0	0	0	0	0.8877	0
Clostridium_perfringens	0.22266	0	2.10483	0	0	0.00128	0	0	0.05997	2.7652	0	0.34469	0	0	0	0.00058	0	0.00217	0.04221	0	0	0	0.03143	0	0	0	20.35842	0.0388	0	0.00249	0	0	0.02293	0	0.12808	0.05797	0	0	0	0.41992	1.67212	0	4.25226	0	0	0.00582	0.15427	1.21399	0.08669	1.90805	0.10369	0	2.27145	0.64474	0	0	0	0.01149	0	0	0	0.01417	0	0	0	0	0	0	0	0	0.14686	0.00027	0	0.69543	0	0	0	0	0	0	0	0
Clostridium_scindens	0.0188	0	0	0	0	0	0	0	0	0	0.01067	0.00471	0	0	0	0	0	0.05634	0	0	0	0	0	0	0.00449	0.00422	0	0	0	0.02331	0.00109	0	0	0	0.00082	0	0	0.00762	0.00198	0	0.00229	0	0.00082	0.01301	0	0.00232	0.00085	0	0	0.00202	0	0.00413	0	0	0	0	0	0	0	0	0.00083	0.0004	0	0	0.00033	0	0	0	0.00712	0.00062	0	0	0.00265	0	0	0	0	0	0	0	0	0
Clostridium_sp_ATCC_BAA_442	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.42529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_D5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.48476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_sp_KLE_1755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.82914	0	0	0	0
Clostridium_sp_L2_50	0	0	0	0	0	0	0	0.74018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.26342	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.43884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
